uuid,identifier,Date,Type,LanduseAroundMound,LanduseOnTopOfMound,Prominence,Latitude,Longitude,Northing,Easting,HeightMax,DiameterMax,DiameterMin,Condition,MostRecentDamageWithin,geospatialcolumn
1.00E+18,8393,15-Sep,Burial Mound,Annual agriculture,Other (explain in notes) (same as before),Hilltop,42.36299756,26.6664066,4690134.593,472530.1468,1.2,30,,4 - seriously damaged,Last month,POINT(472530.146829 4690134.593372)
1.00E+18,8159,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.37047526,26.73536244,4690944.913,478210.9253,2.5,35,25,3 - damaged,Last month,POINT(478210.925311 4690944.913238)
1.00E+18,9597,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Upper slope,42.31258668,26.61059394,4684556.727,467908.6074,3.5,24,24,2 - minor damage,Last month,POINT(467908.607428 4684556.726559)
1.00E+18,8394,15-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.36200194,26.66481155,4690024.559,472398.3653,0.3,30,,5 - extinct or near extinct,Last month,POINT(472398.365331 4690024.559482)
1.00E+18,9598,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Lower slope,42.31339616,26.60663614,4684648.107,467582.8554,1.6,19,18,2 - minor damage,Last month,POINT(467582.855421 4684648.10733)
1.00E+18,8395,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.3574834,26.65786765,4689525.116,471824.54,2.5,40,,3 - damaged,Last week,POINT(471824.540001 4689525.115943)
1.00E+18,9599,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Lower slope,42.31368084,26.60582017,4684680.028,467515.7576,5,29,29,3 - damaged,Unknown,POINT(467515.75758 4684680.028279)
1.00E+18,8396,15-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.35176889,26.65653932,4688891.042,471712.5856,0,0,,5 - extinct or near extinct,Last week,POINT(471712.585563 4688891.041811)
1.00E+18,8160,15-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.37600317,26.71720424,4691563.525,476717.9008,3.5,40,40,2 - minor damage,Last month,POINT(476717.900849 4691563.524562)
1.00E+18,9600,15-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.31779588,26.60226921,4685138.304,467225.2586,1.6,17,17,3 - damaged,Last year,POINT(467225.258619 4685138.303699)
1.00E+18,8397,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.34609813,26.65351338,4688262.394,471460.8043,2.3,40,,3 - damaged,Last week,POINT(471460.804264 4688262.394331)
1.00E+18,9601,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.3197574,26.5982538,4685357.657,466895.3991,3.5,24,20,3 - damaged,Unknown,POINT(466895.399139 4685357.656734)
1.00E+18,8161,15-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.37449717,26.72053662,4691395.397,476991.7006,2,50,45,0 - No observation,Unknown,POINT(476991.700618 4691395.396565)
1.00E+18,9602,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31980835,26.59878163,4685363.109,466938.9204,0.4,15,15,3 - damaged,Last month,POINT(466938.920393 4685363.108625)
1.00E+18,9603,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31951511,26.59983176,4685330.141,467025.2994,0.4,15,15,3 - damaged,Last month,POINT(467025.299428 4685330.141238)
1.00E+18,8398,15-Sep,Burial Mound,Annual agriculture,Scrub,Hilltop,42.34853821,26.64759704,4688535.333,470974.6124,1.7,27,,4 - seriously damaged,Last week,POINT(470974.61244 4688535.332572)
1.00E+18,8399,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop (ridge),42.34828452,26.64679311,4688507.439,470908.2799,1.4,25,,4 - seriously damaged,Last week,POINT(470908.279946 4688507.438951)
1.00E+18,8162,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.36930615,26.71274814,4690821.143,476348.5253,0.8,60,50,4 - seriously damaged,Last year,POINT(476348.525262 4690821.142819)
1.00E+18,8400,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.34735609,26.6436895,4688405.416,470652.2205,2,34,,3 - damaged,Last week,POINT(470652.220456 4688405.416363)
1.00E+18,9604,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.32097905,26.61122887,4685488.337,467965.1899,1.6,19,19,3 - damaged,Last week,POINT(467965.189892 4685488.337066)
1.00E+18,9605,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.33109308,26.61552894,4686609.742,468324.5912,1.5,19,15,3 - damaged,Last week,POINT(468324.591161 4686609.742444)
1.00E+18,9606,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.3337217,26.61316695,4686902.495,468131.3204,1.9,20,18,2 - minor damage,Last month,POINT(468131.320443 4686902.495262)
1.00E+18,9607,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.33596104,26.61055881,4687152.122,467917.5906,0.8,20,20,2 - minor damage,Last month,POINT(467917.590624 4687152.121998)
1.00E+18,9608,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.33652139,26.61004075,4687214.536,467875.1977,2,26,24,4 - seriously damaged,Last year,POINT(467875.197677 4687214.535885)
1.00E+18,8401,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.33599817,26.64388289,4687144.215,470662.8702,0.8,30,,4 - seriously damaged,Last week,POINT(470662.870212 4687144.215145)
1.00E+18,9609,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Hilltop,42.33625845,26.61084262,4687185.037,467941.1219,2,25,22,3 - damaged,Unknown,POINT(467941.121852 4687185.037208)
1.00E+18,8163,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.35961469,26.70182631,4689748.137,475445.4795,0.5,60,55,4 - seriously damaged,Last year,POINT(475445.479473 4689748.137229)
1.00E+18,9610,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.3361807,26.61131392,4687176.228,467979.9087,1.4,18,17,3 - damaged,Last month,POINT(467979.908705 4687176.227636)
1.00E+18,9611,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Hilltop,42.33686453,26.61085046,4687252.331,467942.076,2.8,27,25,3 - damaged,Unknown,POINT(467942.075965 4687252.33118)
1.00E+18,9612,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Hilltop,42.33723779,26.61091894,4687293.751,467947.9068,2,23,22,4 - seriously damaged,Unknown,POINT(467947.906849 4687293.750889)
1.00E+18,9613,15-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Hilltop,42.3374745,26.61115153,4687319.947,467967.1875,2.1,25,23,2 - minor damage,Unknown,POINT(467967.187477 4687319.946568)
1.00E+18,8165,15-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.35268841,26.7077687,4688977.372,475932.1906,4.5,50,50,2 - minor damage,Last year,POINT(475932.190649 4688977.372107)
1.00E+18,8166,15-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.35249345,26.70805699,4688955.643,475955.8599,0,0,0,0 - No observation,Last month,POINT(475955.859897 4688955.643042)
1.00E+18,8167,15-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.35265752,26.69371402,4688978.016,474774.6515,2,40,40,3 - damaged,Last year,POINT(474774.651533 4688978.015829)
1.00E+18,8168,15-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.35318871,26.69436062,4689036.805,474828.1169,5,60,50,2 - minor damage,Last month,POINT(474828.116895 4689036.805401)
1.00E+18,8169,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.35360834,26.69529276,4689083.123,474905.0526,2.5,60,60,2 - minor damage,Last year,POINT(474905.05259 4689083.123248)
1.00E+18,8170,15-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.3429547,26.69110208,4687901.433,474555.6219,0.4,45,40,5 - extinct or near extinct,Last year,POINT(474555.621896 4687901.433237)
1.00E+18,9614,18-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.36666778,26.25327912,4690758.237,438514.482,1.7,18,14,3 - damaged,Unknown,POINT(438514.481987 4690758.237284)
1.00E+18,8171,18-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.36573849,26.24892448,4690658.21,438155.0045,0,0,0,5 - extinct or near extinct,Last year,POINT(438155.004504 4690658.210086)
1.00E+18,9615,18-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.36770471,26.2569281,4690870.743,438815.9497,3.5,35,30,4 - seriously damaged,Unknown,POINT(438815.949674 4690870.742705)
1.00E+18,8172,18-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.33427265,26.26795677,4687150.685,439692.0948,0,0,0,5 - extinct or near extinct,Last year,POINT(439692.094828 4687150.684865)
1.00E+18,9616,18-Sep,Extinct Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.37233763,26.25230303,4691388.506,438439.6472,0,0,,5 - extinct or near extinct,Unknown,POINT(438439.647239 4691388.505845)
1.00E+18,8173,18-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.30242283,26.28358029,4683603.255,440949.4411,1,40,35,1 - pristine,,POINT(440949.441092 4683603.254611)
1.00E+18,9617,18-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.37360882,26.25113085,4691530.505,438344.3806,3.1,30,28,4 - seriously damaged,Last year,POINT(438344.380611 4691530.50534)
1.00E+18,9338,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.30934423,26.25672752,4684390.754,438742.8127,1.2,50,45,4 - seriously damaged,Last month,POINT(438742.812742 4684390.754434)
1.00E+18,9071,18-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.27833408,26.24963991,4680952.653,438128.3343,1.5,50,50,4 - seriously damaged,Unknown,POINT(438128.334307 4680952.652933)
1.00E+18,9618,18-Sep,Uncertain Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.36839218,26.23314229,4690964.468,436858.12,0.5,15,15,4 - seriously damaged,Unknown,POINT(436858.119991 4690964.46849)
1.00E+18,9619,18-Sep,Burial Mound,Scrub,Scrub,Lower slope,42.36986414,26.23295806,4691128.047,436844.4248,3.5,25,20,4 - seriously damaged,Last year,POINT(436844.424799 4691128.046845)
1.00E+18,9620,18-Sep,Burial Mound,Scrub,Scrub,Lower slope,42.37030914,26.23238006,4691177.888,436797.2802,1.1,14,14,3 - damaged,Unknown,POINT(436797.280199 4691177.88801)
1.00E+18,9621,18-Sep,Extinct Burial Mound,Scrub,Scrub,Lower slope,42.37243731,26.22875332,4691416.896,436500.8113,0,0,0,0 - No observation,Unknown,POINT(436500.811324 4691416.896406)
1.00E+18,8174,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.30587417,26.21896581,4684033.321,435627.1082,1.5,40,30,3 - damaged,Unknown,POINT(435627.108211 4684033.321224)
1.00E+18,8175,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,"Valley Bottom or Plain well positioned, good view around",42.30596467,26.21922387,4684043.174,435648.47,2,35,30,3 - damaged,Last year,POINT(435648.469981 4684043.174302)
1.00E+18,9622,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.36392091,26.22725637,4690472.381,436368.9671,1.4,21,20,3 - damaged,Last month,POINT(436368.967132 4690472.380549)
1.00E+18,8176,18-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.30638583,26.21892651,4684090.163,435624.3907,4.5,45,40,3 - damaged,Unknown,POINT(435624.390742 4684090.162997)
1.00E+18,8177,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.30679874,26.21886562,4684136.057,435619.7929,1.8,55,50,3 - damaged,Unknown,POINT(435619.792949 4684136.056876)
1.00E+18,8178,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.30720414,26.21847367,4684181.368,435587.9017,1.5,50,45,3 - damaged,Last year,POINT(435587.901749 4684181.367914)
1.00E+18,8179,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.32572116,26.21823093,4686237.607,435586.7834,2.5,60,50,4 - seriously damaged,Last year,POINT(435586.783413 4686237.606672)
1.00E+18,8180,18-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.35029121,26.19297985,4688985.203,433532.1109,0,0,,5 - extinct or near extinct,Last month,POINT(433532.110881 4688985.202934)
1.00E+18,8181,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.33134494,26.17663458,4686894.379,432165.5074,1.1,45,35,4 - seriously damaged,Last month,POINT(432165.507434 4686894.379126)
1.00E+18,8182,18-Sep,Extinct Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.33471483,26.16857125,4687275.02,431504.8477,0,0,,5 - extinct or near extinct,Last month,POINT(431504.847724 4687275.020362)
1.00E+18,8183,18-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.33610254,26.16838147,4687429.26,431490.7193,0,0,,4 - seriously damaged,Last month,POINT(431490.719279 4687429.26007)
1.00E+18,8184,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.33742294,26.16727655,4687576.763,431401.1299,0.9,35,30,4 - seriously damaged,Last month,POINT(431401.129881 4687576.762844)
1.00E+18,8185,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31543367,26.16978861,4685133.132,431584.2482,2.3,55,50,3 - damaged,Last month,POINT(431584.248179 4685133.13225)
1.00E+18,8186,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31697503,26.16519201,4685307.984,431207.1292,1.2,40,54,4 - seriously damaged,Last month,POINT(431207.129173 4685307.984454)
1.00E+18,8187,18-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.31669978,26.16474742,4685277.782,431170.1924,1.1,28,25,4 - seriously damaged,Last month,POINT(431170.192424 4685277.782017)
1.00E+18,9623,19-Sep,Uncertain Mound,Scrub,Scrub,Valley Bottom or Plain,42.4379271,26.05640776,4698831.882,422391.7136,0,0,,0 - No observation,Unknown,POINT(422391.713632 4698831.881839)
1.00E+18,9624,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.42848792,26.04931326,4697790.277,421796.4673,1.6,20,19,3 - damaged,Unknown,POINT(421796.467314 4697790.277336)
1.00E+18,9625,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.42757515,26.05276711,4697685.75,422079.4531,1.5,18,,3 - damaged,Unknown,POINT(422079.453106 4697685.749701)
1.00E+18,8402,19-Sep,Burial Mound,Scrub,Scrub,Hilltop,42.40441828,26.56017847,4694773.592,463806.5424,1.9,28,,3 - damaged,,POINT(463806.542399 4694773.592084)
1.00E+18,9626,19-Sep,Extinct Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.42787277,26.05475705,4697716.973,422243.5171,3,50,50,0 - No observation,Unknown,POINT(422243.517069 4697716.973166)
1.00E+18,9627,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.42389357,26.06724955,4697263.765,423266.3161,1.2,22,20,4 - seriously damaged,Unknown,POINT(423266.316115 4697263.765071)
1.00E+18,8403,19-Sep,Burial Mound,Annual agriculture,Scrub,Hilltop,42.39552412,26.56807823,4693782.677,464451.6049,2.5,35,,2 - minor damage,Last month,POINT(464451.604872 4693782.676761)
1.00E+18,9628,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.42387215,26.06755046,4697261.115,423291.0449,1.2,24,23,2 - minor damage,Unknown,POINT(423291.044862 4697261.114971)
1.00E+18,8188,19-Sep,Burial Mound,Annual agriculture,"Other (explain in notes) (mix of agriculture, pasture, and bush)",Valley Bottom or Plain,42.42587576,26.7024951,4697105.35,475526.3111,0.8,45,40,3 - damaged,Last year,POINT(475526.311091 4697105.349801)
1.00E+18,8189,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.42540049,26.70286788,4697052.47,475556.7923,0.8,35,30,5 - extinct or near extinct,Last year,POINT(475556.792311 4697052.469578)
1.00E+18,8190,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.42494002,26.7025868,4697001.422,475533.4902,0.8,50,40,5 - extinct or near extinct,Last year,POINT(475533.490248 4697001.421563)
1.00E+18,8191,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.42453055,26.70247797,4696955.986,475524.3785,0.8,40,35,5 - extinct or near extinct,Last year,POINT(475524.378548 4696955.985699)
1.00E+18,8404,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.40102452,26.58878251,4694384.97,466158.5845,1.5,28,,4 - seriously damaged,Last month,POINT(466158.584548 4694384.970106)
1.00E+18,9629,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.42454293,26.08226234,4697322.414,424502.1476,1.75,15,15,4 - seriously damaged,Unknown,POINT(424502.147626 4697322.413635)
1.00E+18,8192,19-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.42543653,26.7020161,4697056.717,475486.7359,0,0,,0 - No observation,Last week,POINT(475486.73588 4697056.716923)
1.00E+18,9630,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.42442958,26.08896296,4697303.892,425053.2445,1.7,25,20,3 - damaged,Unknown,POINT(425053.244518 4697303.891988)
1.00E+18,8405,19-Sep,Burial Mound,Annual agriculture,Pasture (grassland) (with a 4 m grass patch),"Hilltop (ridge , excellent visibility within 10 km radius)",42.40835322,26.60348546,4695192.975,467372.3729,0.6,16,,4 - seriously damaged,Last month,POINT(467372.372939 4695192.975172)
1.00E+18,9631,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop,42.42316832,26.09059671,4697162.403,425186.1471,1.6,35,30,3 - damaged,Unknown,POINT(425186.147116 4697162.402769)
1.00E+18,8193,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.40772245,26.69574904,4695091.625,474964.1386,1.2,45,40,5 - extinct or near extinct,Last month,POINT(474964.138554 4695091.624808)
1.00E+18,8406,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Upper slope,42.39285618,26.60375689,4693472.128,467386.6837,1,20,,4 - seriously damaged,Last month,POINT(467386.683655 4693472.127897)
1.00E+18,9632,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Upper slope,42.42221828,26.08876921,4697058.524,425034.6712,1,30,25,4 - seriously damaged,Unknown,POINT(425034.671182 4697058.524098)
1.00E+18,8194,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.39545336,26.69486596,4693729.565,474886.5797,1.3,25,12,5 - extinct or near extinct,Unknown,POINT(474886.57969 4693729.564954)
1.00E+18,8195,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Valley Bottom or Plain,42.39607472,26.69563401,4693798.332,474950.0396,2,35,25,3 - damaged,Unknown,POINT(474950.039631 4693798.332371)
1.00E+18,9633,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.42138003,26.08452686,4696969.199,424684.6545,2.7,30,26,3 - damaged,Unknown,POINT(424684.6545 4696969.199353)
1.00E+18,9634,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.41982352,26.08333166,4696797.428,424584.4604,2.1,28,25,4 - seriously damaged,Last year,POINT(424584.460358 4696797.427599)
1.00E+18,8407,19-Sep,Burial Mound,Annual agriculture,"Pasture (grassland) (scrub only on 10% out mound, otherwise it''s stubble from the field)",Hilltop,42.38278295,26.60431618,4692353.416,467427.5096,1.75,30,25,4 - seriously damaged,Last month,POINT(467427.509605 4692353.415984)
1.00E+18,8196,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.39170715,26.70793805,4693309.818,475961.022,1.2,55,50,4 - seriously damaged,Last month,POINT(475961.021972 4693309.817781)
1.00E+18,9635,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.41942536,26.08275713,4696753.727,424536.7148,1.2,25,25,2 - minor damage,Unknown,POINT(424536.714808 4696753.727121)
1.00E+18,9636,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.41769111,26.08063675,4696563.045,424360.1812,3,40,35,3 - damaged,Unknown,POINT(424360.18117 4696563.044979)
1.00E+18,9637,19-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Lower slope,42.41686453,26.07984916,4696471.965,424294.3887,2.1,24,23,3 - damaged,Unknown,POINT(424294.388651 4696471.965073)
1.00E+18,8197,19-Sep,Burial Mound,Perennial agriculture (e.g orchard or vineyard),Perennial agriculture (e.g orchard or vineyard),Valley Bottom or Plain,42.39284757,26.72205854,4693432.549,477123.664,1.2,40,30,4 - seriously damaged,Last year,POINT(477123.66399 4693432.54893)
1.00E+18,8408,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Upper slope,42.38367898,26.58384107,4692460.957,465742.493,2.2,36,,3 - damaged,Last week (ploughed as we stand on it),POINT(465742.493035 4692460.957459)
1.00E+18,8409,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Upper slope,42.38180441,26.57647614,4692255.806,465135.1859,0.9,17,,4 - seriously damaged,Last month,POINT(465135.185941 4692255.806123)
1.00E+18,8198,19-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.39734534,26.71407036,4693934.147,476467.8664,7,55,55,4 - seriously damaged,Last year,POINT(476467.866428 4693934.147483)
1.00E+18,8199,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.39793391,26.71351177,4693999.655,476422.1142,2,60,55,4 - seriously damaged,Last year,POINT(476422.114238 4693999.654638)
1.00E+18,8410,19-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Lower slope,42.37246589,26.57889887,4691217.899,465329.4913,0.5,100,,3 - damaged,Last month,POINT(465329.491281 4691217.899299)
1.00E+18,8411,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.37267683,26.58172026,4691240.175,465561.9005,1.4,25,,3 - damaged,Last month,POINT(465561.900486 4691240.174638)
1.00E+18,8412,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.37281273,26.58218179,4691255.078,465599.9731,0.3,15,,5 - extinct or near extinct,Last week,POINT(465599.973108 4691255.078101)
1.00E+18,8413,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.37039156,26.59465723,4690981.267,466625.8272,0.3,15,,5 - extinct or near extinct,Last week,POINT(466625.827195 4690981.26665)
1.00E+18,8414,19-Sep,Burial Mound,Annual agriculture,Annual agriculture,Hilltop,42.36982063,26.59540137,4690917.581,466686.7954,1.15,25,,3 - damaged,Last week,POINT(466686.795393 4690917.581284)
1.00E+18,9400,20-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.44528436,26.27756544,4699470.352,440588.4763,1.8,55,50,2 - minor damage,Last month,POINT(440588.476281 4699470.351716)
1.00E+18,9638,20-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.45454954,26.27787542,4700498.926,440622.7206,1.6,39,35,4 - seriously damaged,Last month,POINT(440622.720593 4700498.925841)
1.00E+18,9639,20-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.4590303,26.28253038,4700993.216,441009.6863,0,100,100,3 - damaged,Last month,POINT(441009.686316 4700993.216383)
1.00E+18,9640,20-Sep,Burial Mound,Perennial agriculture (e.g orchard or vineyard),Perennial agriculture (e.g orchard or vineyard),Valley Bottom or Plain,42.46006536,26.28660297,4701105.326,441345.5019,0.8,25,23,3 - damaged,Unknown,POINT(441345.501876 4701105.32611)
1.00E+18,8200,20-Sep,Burial Mound,Forest,Forest,Hilltop,42.27421933,26.58221865,4680307.703,465549.2602,0.5,10,10,5 - extinct or near extinct,Unknown,POINT(465549.260162 4680307.703443)
1.00E+18,8415,20-Sep,Burial Mound,Pasture (grassland),Pasture (grassland),Hilltop (edge of a cliff!),42.30640574,26.55841562,4683891.417,463604.9649,1.1,13,10,3 - damaged,Last month,POINT(463604.964936 4683891.4169)
1.00E+18,8416,20-Sep,Extinct Burial Mound,Other (explain in notes) (sand quarry at work),Other (explain in notes),Hilltop,42.3086655,26.56087286,4684141.282,463808.7836,0,0,,5 - extinct or near extinct,Last week,POINT(463808.783635 4684141.282011)
1.00E+18,8417,20-Sep,Extinct Burial Mound,Other (explain in notes) (sand quarry),Other (explain in notes),Hilltop,42.30872371,26.56085736,4684147.752,463807.5395,0,0,,5 - extinct or near extinct,Last week,POINT(463807.539522 4684147.751916)
1.00E+18,8201,20-Sep,Surface Scatter,Forest,Forest,,42.27997579,26.60231899,4680938.935,467209.745,8,45,45,2 - minor damage,Last year,POINT(467209.744995 4680938.934936)
1.00E+18,9641,20-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.45483635,26.30666296,4700511.035,442990.0704,2.6,43,39,3 - damaged,Last year,POINT(442990.070425 4700511.035069)
1.00E+18,8202,20-Sep,Burial Mound,Forest,Scrub,Hilltop,42.28059626,26.60167666,4681008.076,467157.1041,5,45,45,2 - minor damage,Unknown,POINT(467157.104138 4681008.075674)
1.00E+18,8418,20-Sep,Surface Scatter,Pasture (grassland),Pasture (grassland),Hilltop,42.31092922,26.55627709,4684394.599,463431.3267,1,100,,2 - minor damage,Last month,POINT(463431.326685 4684394.599066)
1.00E+18,8203,20-Sep,Burial Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.28128901,26.61004932,4681081.8,467847.8076,1.8,50,45,4 - seriously damaged,Last month,POINT(467847.807585 4681081.799989)
1.00E+18,9642,20-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.45642653,26.32233461,4700677.2,444280.0939,0,100,100,3 - damaged,Last month,POINT(444280.09387 4700677.199505)
1.00E+18,8204,20-Sep,Burial Mound,Annual agriculture,Scrub,Valley Bottom or Plain,42.3341879,26.57512027,4686969.212,464997.1528,1.2,30,20,3 - damaged,Unknown,POINT(464997.152764 4686969.212456)
1.00E+18,9643,20-Sep,Uncertain Mound,Annual agriculture,Annual agriculture,Valley Bottom or Plain,42.45536524,26.32316986,4700558.807,444347.8313,1.5,50,45,3 - damaged,Last month,POINT(444347.831344 4700558.8072)
1.00E+18,8419,20-Sep,Surface Scatter,Annual agriculture,Annual agriculture,Lower slope,42.3131529,26.55576631,4684641.725,463390.5202,0,100,,3 - damaged,Last month,POINT(463390.520205 4684641.7251)
1.00E+18,8205,20-Sep,Burial Mound,Annual agriculture,Pasture (grassland),Valley Bottom or Plain,42.33804656,26.58438807,4687393.89,465762.7564,1.5,20,20,3 - damaged,Unknown,POINT(465762.756412 4687393.890191)
1.00E+18,8420,20-Sep,Burial Mound,Scrub,Scrub,Hilltop,42.31601563,26.55573381,4684959.604,463389.5011,3.5,20,,3 - damaged,Last year,POINT(463389.501094 4684959.603949)
